"index","Sek_1","Sek_2","Sek_3","Sek_4","Sek_5","Sek_6","Sek_7","Sek_8","Sek_9","Sek_10","Sek_11","Sek_12","Sek_13","Sek_14","Sek_15","Sek_16","Sek_17","Sek_18","Sek_19","Sek_20","Sek_21","Sek_22","Sek_23","Sek_24","Sek_25","Sek_26","Sek_27","Sek_28","Sek_29","Sek_30","Sek_31","Sek_32","Sek_33","Sek_34","Sek_35","Sek_36","Sek_37","Sek_38","Sek_39","Sek_40","Sek_41","Sek_42","Sek_43","Sek_44","Sek_45","Sek_46","Sek_47","Sek_48","Sek_49","Sek_50","Sek_51","Sek_52","Sek_53","Sek_54","Sek_55","Sek_56","Sek_57","Sek_58","Sek_59","Sek_60","Sek_61","Sek_62","Sek_63","Sek_64","Toplam Ara Tüketim","Hanehalkı","Devlet","Yatırım","İhracat","Toplam Kullanım"
"Urun_11","699723.30","1252.35","433.29","38395.02","171813.11","685082.07","69627.95","143538.43","27380.82","32814.84","1194636.48","76719.37","1131061.60","145498.69","181728.29","72657.92","17374.62","129814.77","21653.27","48186.29","6867.21","111167.49","16835.31","404.07","6795.10","38413.76","100651.99","18161.55","52990.02","45540.03","5817.86","153.42","0.14","1302.22","37.58","28497.84","1068.29","3347.88","106.09","53.04","1629.53","164.96","2027.56","29891.08","35472.25","61.00","1361.20","3551.11","1331.95","17149.91","2302.58","0.49","210.77","27450.39","20071.30","6718.06","30222.93","1431.31","123.23","6702.42","2826.83","7802.89","18148.25","0.00","  5,544,255.39\    ","485500.65","0.00","104106.68","61225.00","6195087.73"
"Urun_12","4153.61","0.00","11.66","7.78","18487.17","215.63","1.90","231.17","0.39","11.46","1064.48","83595.26","18.90","161.61","0.00","0.00","0.00","18.14","124.31","436.08","0.53","140.93","0.24","13.48","0.26","0.00","0.00","0.06","2789.54","764.98","5.08","0.00","0.00","1.64","0.00","101.25","0.00","0.42","0.00","0.00","0.00","0.00","0.10","14.07","0.00","0.00","0.02","58.11","0.00","3707.26","0.81","0.00","0.00","5.03","437.35","1315.54","79103.67","74.52","0.00","2470.07","655.69","0.00","14.19","0.00","  200,214.37\    ","1178702.94","306401.30","4886.06","10518.41","1700723.08"
"Urun_13","16325.10","260.56","123.47","3865.13","48050.44","21758.28","2578.75","9720.61","2936.38","786.68","10700.87","3292.41","83585.56","6158.64","2150.54","10807.57","3100.17","33630.10","15418.51","53671.80","3708.47","20803.11","2787.41","1214.03","2445.76","548.85","124634.91","12478.61","12442.21","9684.85","74316.16","118.10","0.00","1052.04","684.02","2086.28","36.28","178.85","293.57","1.84","82.77","10.07","72.80","16797.48","20664.94","230.64","713.06","14.97","112.50","328.33","380.07","0.00","96.23","3393.10","4782.04","249.86","2424.71","24.93","25.96","135.10","213.64","1986.44","3515.91","0.00","  654,692.44\    ","248705.01","0.00","47791.36","23333.93","974522.74"
"Urun_14","570.08","141.51","0.01","4309.88","16562.75","1114.61","664.14","186.62","34.09","62.88","2105.52","1544.54","14172.61","78596.67","14597.40","8824.77","479.44","11426.33","5466.34","15574.99","918.96","6526.70","6595.21","831.54","291.64","179.56","308151.04","7082.52","4182.57","2052.06","17063.94","5.01","0.00","4.90","2.56","2228.98","0.00","148.55","127.83","1.91","0.00","0.00","0.00","23206.63","28447.87","0.00","1068.51","531.58","7.03","540.49","369.87","0.00","57.44","872.48","5444.85","79.51","17507.48","19.61","185.40","75.56","2875.66","141.59","1963.09","0.00","  616,225.28\    ","128579.69","0.00","8898.75","6820.93","760524.64"
"Urun_15","137.92","67.33","56.72","16344.85","8756.99","2684.88","3306.92","6057.42","6904.63","1067.85","8203.71","1355.56","56702.33","29253.11","1293147.87","792100.44","13911.16","584424.03","383362.39","378924.90","36942.13","247934.96","35088.41","2775.88","1903.88","6608.86","1159903.86","2067.10","34011.90","10465.50","9453.17","860.48","0.00","2859.88","6.93","5062.16","27.81","0.00","264.06","0.00","0.00","0.00","0.00","3295.51","3452.89","0.00","2725.88","155.75","692.76","2320.16","2101.29","0.00","191.23","2258.10","784.39","11.95","7.65","24.70","3.79","276.25","0.98","851.98","4245.56","0.00","  5,166,408.81\    ","0.00","0.00","151042.11","2220095.58","7537546.49"
"Urun_16","3451.35","439.27","91.91","4564.68","33960.13","19292.34","5679.86","1404.23","425.30","722.86","13546.53","140.92","20173.56","4632.99","33541.16","89073.71","3953.32","37191.81","63409.83","75969.76","13146.45","49556.26","23344.01","352.53","1128.25","2106.11","155921.99","6626.67","7415.94","5511.19","8896.58","26.53","0.00","1550.26","101.09","677.41","182.58","93.91","1955.65","12.67","0.00","0.00","36.16","10293.45","12700.23","119.35","531.26","38.69","3.75","458.05","960.57","0.00","38.09","809.82","71982.90","608.39","2772.22","40.67","1967.91","471.03","611.53","5402.79","1387.58","0.00","  801,506.11\    ","199268.27","0.00","329346.00","31519.13","1361639.51"
"Urun_17","5443.23","492.94","9.31","1546.49","333.42","191.24","0.49","89.87","252.08","530.29","1791.58","58.73","665.96","511.95","197.07","13007.22","329703.01","104010.06","21088.55","106399.53","4148.29","2481.13","29787.25","27434.09","1570.92","2526.09","45191.02","5068.27","8285.32","16618.28","5621.67","78.57","0.00","206.66","869.28","317.84","783.80","-56.52","40201.83","4974.51","4584.33","0.00","96.10","124.19","29.01","4274.56","7448.01","5612.60","2724.12","3740.27","100.48","0.00","32.44","63025.41","18583.29","8813.38","55114.59","747.12","5145.94","1425.80","841.63","71364.97","1150.64","0.00","  1,037,410.18\    ","1783589.34","0.00","1521305.09","65276.87","4407581.48"
"Urun_18","3868.89","5.85","168.76","5095.78","8996.99","23740.28","751.20","1572.93","1933.40","410.23","3405.98","283.31","6053.74","11991.54","3551.76","20680.30","37080.36","231919.87","46815.38","85054.31","7334.96","8643.26","28325.66","14492.10","3476.38","1704.22","278137.59","22552.23","29909.67","90175.08","14752.32","500.67","384.39","4009.62","1176.24","31649.30","2232.29","1279.52","14960.49","2810.73","1380.71","187.67","1792.83","22266.07","25558.67","11517.67","9183.87","248.58","11753.22","4475.62","3490.73","723.39","8597.47","9129.31","39466.22","5014.78","6730.16","545.97","1987.63","1988.62","1.84","20529.30","7688.06","0.00","  1,246,145.96\    ","1753691.87","0.00","444504.43","50917.09","3495259.35"
"Urun_19","2186.06","724.83","57.55","11911.67","1739.73","2444.62","208.42","1215.05","353.31","1343.35","1433.06","833.00","5469.36","8987.14","3401.63","21003.28","9072.81","70794.26","271541.71","259488.63","21176.35","15909.75","27911.45","1139.21","2250.08","3136.84","214461.56","29692.65","15137.74","6259.28","5614.49","70.33","0.00","1877.49","28.72","869.08","67.90","102.39","47.65","584.35","0.53","0.00","14.52","20914.82","25509.56","11.50","512.30","74.51","0.00","525.84","8.86","0.00","7165.98","657.97","3600.62","557.50","10163.46","9.73","8.31","2055.48","641.53","4224.86","2921.65","0.00","  1,100,126.31\    ","49007.89","0.00","1592135.55","61912.54","2803182.29"
"Urun_20","9636.83","396.34","0.00","762.61","64.86","2.34","2.11","16.41","27.62","5.56","72.30","0.28","32.66","1586.89","34.80","1475.78","2679.32","514.93","60882.45","1184332.55","5306.84","449.56","2092.00","11.60","123.26","137.24","1800.51","186909.39","888.65","1215.84","82477.22","0.00","0.00","34.37","12.19","35.27","0.00","0.00","0.00","114.02","0.00","0.00","0.00","125.76","155.53","10.02","0.00","9.75","0.00","0.00","304.30","0.00","328.43","248.23","1995.95","0.00","1042.72","0.00","0.00","137.53","2297.19","45.59","395.79","0.00","  1,551,231.36\    ","6243867.16","0.00","5461314.79","49752.93","13306166.23"
"Urun_21","26.89","28.19","0.04","67.37","1.13","3.81","0.03","0.00","0.20","0.00","0.09","0.00","1.08","2.97","0.15","0.02","83.76","601.98","2325.14","3800.02","54069.82","10915.53","31960.61","0.91","5.59","0.00","56.73","1334.02","1990.64","0.00","8219.26","12.58","1960.53","0.40","0.00","0.08","0.00","0.00","0.00","16723.45","0.00","0.00","0.00","20.52","25.37","0.00","0.03","0.00","0.00","0.00","5.59","0.00","0.00","0.00","1345.90","9.59","0.00","3.69","0.00","5.75","4.27","1782.58","0.00","0.00","  137,396.30\    ","60360.37","0.00","1660509.36","74304.73","1932570.76"
"Urun_22","3046.70","42.85","97.87","420.64","227.43","26939.27","265.60","230.80","301.01","25.58","575.83","163.83","345.93","528.89","67.03","660.48","428.70","1418.00","2859.57","724.67","1956.04","35563.88","2851.64","8.14","76.66","457.39","21084.38","178.96","455.19","2478.39","213.77","33.01","0.00","38.12","28.22","308.22","133.68","126.07","7.14","5.88","1200.30","102.64","567.91","374.79","436.78","163.98","397.72","840.09","18.74","407.48","47.37","0.00","58.43","4347.75","5317.10","3603.08","92483.64","1332.87","725.39","2294.92","468.17","1752.91","7682.85","0.00","  230,000.32\    ","2306810.75","2637.45","543713.59","9102.33","3092264.44"
"Urun_23","80.23","2.30","413.68","1054.10","1487.08","1584.16","164.34","261.37","100.99","190.87","222.87","94.76","934.53","1189.02","653.64","638.87","238.00","285.40","496.97","547.67","71.25","259.01","139.04","2.51","161.66","124.75","1258.67","131.57","848.03","610.38","456.86","257.90","708.99","386.56","4.65","644.90","14.07","43.35","337.45","93.21","700.23","45.12","96.75","160.88","28.15","64.06","33.32","23.72","58.20","7.06","12.26","0.36","3.97","151.98","101.24","218.09","1438.20","41.04","49.51","68.29","1.89","19.75","8.06","0.00","  20,527.73\    ","10463.09","0.00","13270.03","0.00","44260.85"
"Urun_24","13122.56","176.17","70.83","10924.50","21910.97","38896.68","4683.05","4608.70","2476.52","409.04","8078.98","2152.97","14501.50","31810.29","56233.72","9763.46","673.54","5175.99","6454.37","6795.33","899.15","3602.60","1571.19","748812.28","11643.07","1944.67","8390.65","3842.36","12812.95","45368.46","5422.91","300.81","164.92","3634.12","596.13","28028.53","470.81","1849.46","6385.62","836.20","7039.02","318.35","783.25","28299.44","3068.44","3955.78","1948.15","272.13","1309.71","442.82","223.11","188.33","1044.89","1322.93","35099.71","25465.94","19589.39","1273.06","1706.07","3769.55","1399.56","1162.10","2064.91","0.00","  1,267,242.70\    ","1716448.82","0.00","-0.00","0.00","2983691.52"
"Urun_25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","250202.23","0.00","0.00","0.00","250202.23"
"Urun_26","0.00","0.00","0.00","0.00","416.62","16678.58","0.00","48641.90","0.00","1110.86","9838.42","0.00","14494.85","2183.56","1571830.35","6961.32","0.34","13037.45","4256.53","9789.72","11.05","77.56","2058.29","0.00","0.00","267326.09","27.18","0.00","5476.06","53.82","716.99","0.00","0.00","1129.71","0.00","1.84","0.00","0.00","0.00","0.00","0.00","0.00","1.61","24739.24","30595.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.68","0.00","0.00","4910.59","0.00","0.00","0.00","0.00","0.00","1539.22","0.00","  2,037,915.96\    ","118044.43","852.07","-11.33","493.60","2157294.73"
"Urun_27","1095.22","61.60","27.30","304.17","1053.47","659.33","268.32","70.49","102.12","13.13","375.59","27.48","297.56","377.68","808.00","578.25","65.42","186.14","287.81","173.29","141.18","512.97","202.18","1640.97","1240.32","6401.38","152725.90","499.05","2712.24","6379.12","1371.19","73.21","17.88","82.89","107.79","1514.80","112.47","157.46","1420.79","74.62","302.04","119.54","197.99","4456.74","5281.21","340.54","1654.01","61.37","151.59","269.88","15.49","40.20","268.78","473.01","17805.13","1254.30","1184.71","325.36","356.62","2512.36","105.21","492.19","68.50","0.00","  221,957.54\    ","53062.09","21.16","5480733.21","0.00","5755774.01"
"Urun_28","6.72","72.83","0.00","318.00","498.03","347.04","91.99","70.88","33.26","2.32","127.74","29.58","256.06","675.34","95.37","170.49","8.27","145.19","223.57","129.47","20.46","87.17","26.09","110.82","57.00","270.59","2299.36","711.90","2271.44","1280.86","5938.82","38.78","28.99","337.39","264.89","355.12","33.20","15.18","44.13","33.59","429.08","43.53","67.01","36.09","0.00","122.37","188.35","12.05","56.10","9.19","334.84","3.10","22.72","152.31","1288.50","87.57","163.51","39.34","15.79","22.47","76.30","67.15","15.48","0.00","  20,780.79\    ","373183.33","0.00","0.00","0.00","393964.12"
"Urun_29","23233.74","1948.44","718.61","14.82","482.81","9.35","0.00","0.59","70.86","0.00","635.89","0.00","0.00","418.26","0.00","0.00","32.30","53.49","31.26","0.00","6.78","101.28","0.00","154.92","0.00","0.00","262.03","3711.90","9736.25","11290.55","0.00","0.00","0.00","0.00","0.00","291.65","0.24","7.70","0.00","14.83","0.00","63.13","0.00","0.00","0.00","0.15","0.00","0.00","0.00","0.00","17.74","0.00","0.00","0.00","364.26","0.00","0.00","0.00","0.00","159.16","221.32","0.00","0.00","0.00","  54,054.30\    ","0.00","0.00","0.00","0.00","54054.30"
"Urun_30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"Urun_31","5352.83","184.52","18.00","5663.57","8086.07","3145.90","667.04","1204.62","168.41","910.10","2564.42","440.71","2265.41","3680.76","4927.03","2044.69","74.67","1427.16","1895.52","1313.82","159.27","1215.89","538.85","730.07","37.70","1388.87","3601.53","1427.64","24062.89","11485.02","135785.96","168.82","46.81","2290.52","2469.28","599.30","423.26","270.32","561.20","173.10","260.01","23.95","212.80","210.39","193.79","442.24","507.46","24.74","2787.90","197.32","244.16","221.55","1155.60","717.56","6603.48","6229.22","777.28","51.79","324.22","150.60","145.92","318.47","884.31","0.00","  256,156.30\    ","1545332.34","0.00","0.00","0.00","1801488.64"
"Urun_32","0.00","1.99","6.79","177.95","433.40","297.22","3.71","42.48","2.76","208.09","384.43","98.03","316.20","259.67","1597.29","351.18","4.12","123.64","156.86","199.15","100.52","0.56","115.71","1.13","1.24","7.67","8.19","17.98","5549.71","262.62","4098.68","5709.06","805.25","4261.94","2.60","0.61","0.02","0.55","0.21","2.24","0.00","0.00","0.05","0.01","0.00","24.60","0.71","0.00","1116.01","0.02","0.09","0.00","2.88","1.47","333.10","1.61","0.00","0.00","1.35","904.50","17.36","1.52","0.00","0.00","  28,016.75\    ","27318.86","0.00","0.00","0.00","55335.61"
"Urun_33","6.95","17.15","11.21","26.25","39.31","78.64","10.29","9.79","0.84","0.29","45.15","49.26","28.22","15.30","9.46","44.33","4.09","109.04","49.29","59.57","13.17","18.01","6.21","9.54","0.05","0.89","50.55","68.20","478.24","82.13","581.73","46.85","3009.78","66.11","404.67","7.07","3.01","24.80","8.18","31.76","381.16","11.20","3.57","21.80","0.00","130.39","64.82","7.53","30.01","3.46","0.18","1.20","2364.23","118.74","768.71","75.43","88.57","0.00","5.39","86.00","132.96","2.75","0.19","0.00","  9,823.64\    ","1526984.01","0.00","0.00","0.00","1536807.65"
"Urun_34","61.17","74.27","221.69","838.38","2952.79","1167.09","244.33","390.07","176.23","514.20","2383.58","154.38","809.30","557.80","819.17","463.57","56.46","611.87","229.57","438.31","160.14","185.50","71.62","83.15","1.30","509.05","1694.80","1122.63","12282.93","2318.01","24607.88","12602.78","7127.42","14519.46","1147.01","136.14","15.53","18.80","70.22","43.97","525.88","35.47","1.29","276.21","250.33","69.82","17.84","2.05","5.74","32.96","27.00","6.54","1865.72","165.43","1108.21","9.05","46.43","0.35","83.44","85.07","161.42","202.12","309.11","0.00","  97,170.06\    ","8431.11","0.00","0.00","0.00","105601.17"
"Urun_35","0.12","13.31","0.00","48.85","237.72","598.81","28.59","45.20","88.58","8.04","128.11","37.83","145.35","104.21","95.87","149.03","40.65","145.54","152.71","42.00","20.40","261.29","52.99","64.12","2.81","48.34","291.52","448.44","3369.66","4314.33","837.31","20.98","25.26","313.10","910.42","99.60","257.31","38.71","916.64","77.71","896.22","100.14","159.21","25.85","6.71","314.34","94.48","2.70","55.84","141.70","114.79","34.40","354.48","202.54","525.81","187.96","61.39","4.87","10.52","55.25","164.11","153.66","137.94","0.00","  18,286.35\    ","315247.28","0.00","0.00","0.00","333533.63"
"Urun_36","1.87","59.79","12.26","212.87","713.79","760.90","85.22","131.34","106.71","77.31","272.31","195.91","273.05","296.21","399.52","506.71","50.07","509.65","472.11","303.15","122.46","260.86","166.98","112.06","3.97","237.88","1369.98","648.77","4807.89","2720.28","1243.99","19.38","336.08","416.64","111.57","2167.67","109.59","199.41","336.68","397.94","1222.56","224.77","240.97","193.71","31.22","651.23","572.17","103.93","263.12","83.10","14.16","49.01","16485.62","1335.82","2363.37","1283.47","2137.98","234.91","245.33","366.78","611.11","150.47","157.19","0.00","  50,252.80\    ","3868567.72","0.00","0.00","0.00","3918820.53"
"Urun_37","18.34","40.40","0.00","258.25","4231.54","4885.20","349.35","1706.73","748.38","140.60","1922.64","229.84","722.90","1275.66","289.44","1439.23","10213.45","4709.91","2112.46","1463.09","188.97","2500.44","115.58","232.70","92.15","69.77","2786.04","10009.07","18757.34","23160.98","913.07","278.07","286.83","1838.95","978.50","3160.17","11207.54","2853.00","7708.68","13024.21","9269.55","1582.78","3879.66","1584.06","0.00","2270.61","2406.39","43.76","48132.64","863.43","129.97","282.58","2810.04","1083.91","16330.15","20620.60","1746.98","325.70","986.73","605.38","1039.51","88.44","206.98","0.00","  253,209.30\    ","300135.50","21594.81","114475.42","1227.03","690642.07"
"Urun_38","0.02","0.06","0.00","14.60","2546.94","263.89","5.47","1132.00","155.79","141.06","1272.38","80.25","179.88","333.60","334.80","216.40","535.96","2245.96","264.72","496.17","22.97","158.00","34.97","20.85","0.02","7.42","193.68","308.11","4760.05","3252.67","56.28","7.15","9.85","30.61","203.44","690.97","1873.43","21087.43","5588.94","953.03","1708.97","221.02","123.79","33.85","0.01","274.49","31.07","0.35","32864.52","21.14","30.00","21.14","193.09","251.89","792.96","159.25","208.99","5.80","582.96","70.86","283.50","15.33","0.77","0.00","  87,375.62\    ","28620.31","22965.53","0.00","43.55","139005.01"
"Urun_39","743.61","136.27","50.34","1006.45","5263.07","11404.76","585.39","1284.20","1836.20","101.69","2241.92","1571.29","2466.46","1946.59","1089.37","3145.62","249.88","1623.31","3631.47","5387.47","137.86","2594.83","995.63","1155.21","314.20","1917.46","12760.89","8264.03","74855.18","71153.42","22694.77","3943.79","1498.31","3581.65","2175.25","8377.33","3358.90","1087.31","860249.95","5598.61","4401.21","7460.22","3733.75","2028.14","88.43","20611.39","2936.68","70.09","5806.30","3163.35","753.70","2020.61","5274.26","13055.40","4930.36","2294.59","3598.91","264.49","964.22","693.05","1017.71","5248.46","28327.63","0.00","  1,251,222.91\    ","6209171.86","0.00","0.00","0.00","7460394.77"
"Urun_40","16.63","1.78","0.00","219.36","933.41","623.79","82.99","176.18","61.66","79.16","401.21","66.22","410.90","238.54","704.52","238.74","46.19","227.64","170.20","351.97","64.22","267.09","144.95","929.33","62.93","452.47","500.49","265.08","2300.04","4073.01","985.46","145.44","42.38","172.98","63.62","368.18","577.15","316.42","740.80","1775.61","2524.46","193.60","94.49","56.15","0.00","569.47","55.82","21.03","412.88","90.91","43.52","66.73","2139.05","150.19","254.53","188.92","3760.39","38.28","94.85","47.71","40.67","251.52","894.62","0.00","  31,288.54\    ","0.00","0.00","15838.26","0.00","47126.80"
